cc_no,pos_dt,cc_txn_amt
52008,3,49000
52008,4,40000
52008,5,40000
52010,5,5800
52012,4,5300
52012,5,2800
52012,6,3200
52013,6,4500
52014,1,9400
52014,2,7600
52014,3,5200
52014,4,4200
52014,5,5500
52014,6,10800
52015,1,3400
52015,2,1000
52016,3,4300
52016,4,1400
52016,5,1300
52016,6,1800
52018,1,1300
52018,2,3500
52018,3,4800
52018,5,1700
52018,6,18800
52019,1,2800
52019,2,2000
52019,4,2200
52019,5,2000
52019,6,2600
52023,1,32000
52023,5,24000
52023,6,10000
52024,3,7000
52024,5,5000
52025,3,20000
52026,1,226800
52026,2,37100
52026,3,143700
52026,4,192900
52026,5,177200
52026,6,149200
52028,1,4300
52028,2,1600
52028,4,600
52032,1,6000
52032,2,12300
52032,3,6200
52032,4,8600
52032,5,8300
52032,6,8500
52033,4,13400
52033,5,9400
52033,6,7000
52035,4,4700
52035,5,16300
52035,6,64500
52036,1,2700
52036,2,30900
52036,3,9700
52036,4,7100
52036,6,21400
52037,3,12000
52038,3,1000
52038,5,3000
52038,6,500
52039,2,1800
52039,4,3400
52039,6,1400
52042,1,2400
52042,2,3700
52042,3,19000
52042,4,5300
52042,5,9200
52042,6,5300
52043,1,6600
52043,2,3100
52043,3,20500
52043,4,3700
52043,5,6700
52043,6,8300
52046,1,81700
52046,2,2500
52046,3,61700
52046,4,46800
52046,5,8800
52046,6,6500
52048,1,1000
52048,3,500
52048,4,2000
52048,6,3000
52049,1,3100
52049,2,9000
52049,3,800
52049,4,4100
52049,5,4900
52049,6,4000
52051,1,1900
52051,2,700
52051,3,900
52051,5,2200
52051,6,900
52052,1,2100
52052,2,1800
52052,3,1900
52052,4,9800
52052,5,22200
52052,6,5000
52055,4,4000
52055,5,4000
52057,1,8000
52057,4,20000
52057,6,11000
52058,6,7000
52059,1,3400
52059,5,700
52059,6,3700
52060,2,2700
52060,5,11700
52060,6,5600
52061,1,3200
52061,2,2600
52061,3,2600
52061,5,2600
52061,6,2400
52062,1,900
52062,2,5400
52062,3,6700
52062,4,200
52062,5,3700
52062,6,5000
52064,1,2100
52064,2,42900
52064,3,6600
52064,4,29300
52064,5,2300
52064,6,500
52066,3,200
52066,4,100
52068,4,1000
52069,1,10800
52069,2,10300
52069,3,5100
52069,4,40800
52069,5,1600
52069,6,3500
52070,5,5000
52070,6,1000
52071,5,5000
52072,4,16000
52072,6,1500
52073,5,20000
52074,1,500
52074,2,1000
52074,3,500
52074,4,1000
52074,5,500
52074,6,500
52075,1,17300
52075,2,5900
52075,3,29400
52075,4,29600
52075,5,68500
52075,6,7800
52076,2,2500
52076,3,5400
52076,4,3700
52076,5,4200
52076,6,9900
52077,1,1700
52077,2,1400
52077,3,2300
52078,1,3500
52078,2,900
52078,3,1200
52078,4,4000
52078,5,10600
52078,6,800
52079,1,2000
52079,2,1500
52079,4,1700
52079,5,1000
52079,6,1000
52081,1,8700
52081,2,6000
52081,3,6000
52081,4,6000
52081,5,4000
52081,6,7000
52083,2,2000
52083,4,2000
52083,5,4800
52084,1,77000
52084,2,14700
52084,3,12900
52084,4,3100
52084,5,5700
52084,6,50700
52085,1,20800
52085,2,6400
52085,3,6300
52085,4,6100
52085,5,11600
52085,6,3700
52087,4,2000
52087,5,1000
52087,6,2000
52088,1,5700
52088,2,4400
52088,3,23200
52088,5,13000
52088,6,146300
52089,5,3300
52089,6,11900
52090,1,1200
52090,2,8200
52090,3,4700
52090,4,4000
52090,5,4400
52090,6,4800
52091,1,34800
52091,2,9500
52091,3,54000
52091,4,9900
52091,5,17100
52091,6,31500
52094,1,2300
52094,3,29500
52094,4,400
52094,5,400
52095,1,6000
52095,2,6000
52095,6,3000
52096,2,2200
52096,3,1500
52096,6,7400
52097,3,12900
52098,1,11300
52098,2,700
52098,3,3300
52098,5,3700
52098,6,3100
52099,4,3000
52100,1,53000
52101,5,20000
52106,2,100
52106,5,700
52107,6,7000
52112,1,18200
52112,2,9700
52112,3,9300
52112,4,5600
52112,5,6600
52112,6,8700
52113,1,9900
52113,2,600
52113,4,10700
52113,5,500
52114,1,3900
52114,2,1200
52114,3,2000
52114,4,13400
52114,5,5100
52114,6,6600
52115,2,10000
52115,4,26000
52116,1,7000
52116,2,17200
52116,4,1800
52116,5,6500
52116,6,6600
52120,3,3000
52120,5,700
52120,6,1100
52121,2,2000
52121,3,700
52121,4,2000
52121,5,2300
52121,6,2000
52125,4,1600
52125,5,6700
52125,6,500
52128,1,16300
52128,3,34600
52128,4,1900
52128,5,1500
52128,6,39100
52129,3,6000
52129,6,100
52130,4,4500
52131,1,2900
52131,5,3800
52132,1,50000
52132,2,10000
52132,6,10000
52133,2,60000
52133,4,30000
52134,5,15500
52135,5,5000
52135,6,6000
52136,6,800
52138,2,1200
52138,5,8000
52138,6,40000
52139,1,24100
52139,2,65700
52139,3,10000
52139,4,32400
52139,5,6400
52139,6,500
52141,3,7000
52142,3,30000
52143,1,4600
52143,3,2000
52143,4,1700
52143,5,1900
52143,6,1900
52146,1,5000
52146,2,11800
52146,3,9500
52146,5,500
52146,6,500
52148,1,2300
52148,2,1000
52148,3,19500
52148,4,4900
52148,5,300
52149,1,1000
52149,2,10900
52149,3,2500
52149,4,1000
52149,5,900
52149,6,2100
52151,4,3700
52151,5,3300
52151,6,10300
52152,1,3000
52152,2,3000
52152,3,3000
52152,4,5000
52152,5,3500
52153,1,2800
52153,3,2500
52153,4,3300
52153,5,6300
52153,6,2000
52154,1,8200
52154,2,4500
52154,3,6200
52154,4,6600
52154,6,15000
52157,1,16300
52157,2,11000
52157,3,4400
52157,4,11000
52157,5,10100
52157,6,8800
52159,1,18400
52159,2,1300
52159,3,15200
52159,4,12000
52159,5,5800
52159,6,800
52161,1,4500
52161,2,6000
52161,3,6900
52161,4,3300
52161,5,6200
52161,6,7400
52162,1,500
52162,2,2800
52162,3,2500
52162,4,8800
52162,5,1500
52162,6,10400
52164,1,1200
52164,2,500
52164,3,3500
52164,4,900
52164,5,400
52164,6,300
52166,1,1500
52166,2,1000
52166,3,1500
52166,4,1300
52166,5,1100
52166,6,200
52168,2,10000
52168,3,20000
52169,3,10000
52169,5,6000
52170,6,10700
52171,5,13800
52171,6,20300
52172,1,29300
52172,3,11300
52172,4,1900
52176,3,2400
52176,5,1300
52179,1,2800
52179,2,15300
52179,3,19300
52179,4,22000
52179,5,17600
52179,6,21900
52180,4,5200
52180,6,5300
52182,1,900
52182,3,5100
52182,4,200
52182,5,1100
52182,6,2400
52183,1,5500
52183,2,2400
52183,3,1300
52183,4,1800
52183,5,2700
52183,6,1400
52184,2,1000
52185,1,2300
52185,2,6100
52185,3,2600
52185,4,3200
52185,6,3300
52186,1,15400
52186,2,3800
52186,3,46100
52186,4,8900
52186,5,7600
52186,6,1700
52187,1,800
52187,2,1100
52187,3,15500
52187,4,1000
52189,3,1900
52190,1,55800
52190,2,13000
52190,3,45800
52190,4,49300
52190,5,14600
52190,6,111800
52192,3,2600
52192,4,400
52192,6,100
52195,1,59400
52195,2,69200
52195,3,17100
52197,1,3600
52197,2,4600
52197,3,24200
52197,4,1100
52197,5,1200
52197,6,3600
52200,1,4400
52200,2,7900
52200,3,6600
52200,4,6300
52200,5,3600
52200,6,8300
52202,2,1100
52202,3,7000
52202,4,3600
52202,6,3000
52203,5,32200
52203,6,7500
52205,1,1300
52205,3,3100
52205,4,1400
52205,5,1000
52207,3,3600
52207,6,2200
52209,1,2200
52209,2,21300
52209,5,4800
52209,6,9800
52210,5,133400
52211,1,6000
52211,3,9000
52211,4,6000
52211,5,6000
52211,6,6000
52213,1,22000
52213,2,9300
52213,3,8900
52213,4,8900
52213,5,8900
52213,6,8900
52214,1,14700
52214,2,1500
52214,3,2700
52214,4,1700
52214,5,1200
52214,6,32400
52215,2,1000
52215,3,2100
52215,5,1000
52216,2,2200
52216,3,3400
52216,4,1400
52216,5,27300
52216,6,26800
52217,1,6000
52217,2,7200
52217,3,4400
52217,4,6600
52217,5,8100
52217,6,2100
52219,1,151400
52219,2,109600
52219,3,115000
52219,4,358000
52219,5,233700
52219,6,157500
52220,2,16000
52220,3,25400
52220,4,2800
52220,6,32400
52221,6,39800
52222,3,2000
52222,6,1000
52223,1,200
52223,2,200
52223,3,92200
52223,4,184200
52224,1,18300
52224,2,28300
52224,3,15500
52224,4,36600
52224,5,18100
52224,6,52700
52226,4,5000
52228,1,14200
52228,2,7600
52228,3,4300
52228,4,500
52228,5,4500
52229,6,10000
52230,2,7000
52230,3,12100
52230,4,800
52230,5,1300
52231,1,14000
52231,3,6500
52231,5,11000
52231,6,6000
52232,1,1200
52232,2,900
52232,3,1400
52232,4,1900
52232,5,5600
52232,6,1300
52235,1,4700
52235,5,7900
52236,1,4000
52236,2,3000
52236,3,4000
52236,4,4000
52237,1,1800
52237,2,1600
52237,3,7800
52237,4,8000
52237,5,8100
52237,6,14000
52238,2,200
52240,5,5100
52241,1,12000
52241,3,15000
52241,4,7000
52241,5,2000
52241,6,4000
52242,3,10000
52242,4,8000
52243,5,48100
52245,5,45000
52246,1,2000
52246,6,2000
52248,1,11900
52248,2,11200
52248,3,9500
52248,4,10500
52248,5,33300
52248,6,10500
52249,1,1200
52249,2,500
52250,3,22400
52250,4,21000
52250,5,27200
52250,6,4600
52251,2,4100
52251,3,6200
52251,6,200
52252,1,700
52252,2,2000
52252,3,2300
52252,4,4100
52252,5,1200
52252,6,9000
52253,2,12000
52253,4,500
52253,6,200
52255,4,3700
52255,5,900
52255,6,2000
52259,2,2000
52259,4,4900
52259,5,1000
52259,6,1100
52260,1,5500
52260,2,500
52260,3,500
52260,4,16000
52260,5,1000
52260,6,1200
52263,6,27000
52264,1,2000
52264,2,1300
52264,4,2100
52264,5,2400
52264,6,2200
52265,5,45800
52268,2,2000
52268,6,6000
52274,1,64400
52274,3,5100
52274,4,5800
52274,5,27500
52274,6,13700
52275,2,6000
52275,6,8000
52277,3,1500
52277,5,1300
52278,2,38800
52278,3,2500
52279,2,2000
52279,3,1000
52279,4,2700
52279,6,2000
52280,4,10000
52281,1,3000
52281,2,8900
52281,3,6000
52281,5,5000
52283,1,20100
52283,2,49700
52283,3,10300
52283,4,100
52283,5,700
52284,1,1000
52284,2,3900
52284,3,6700
52284,4,4700
52284,5,2900
52284,6,2700
52285,1,14600
52285,2,20500
52285,3,1195200
52285,4,45500
52285,5,10800
52285,6,146100
52287,1,3200
52287,2,17000
52287,3,100
52287,4,1900
52287,5,11800
52287,6,1800
52289,3,6800
52289,4,24300
52291,1,20600
52291,2,11200
52291,3,35800
52291,4,31100
52291,5,87600
52291,6,14800
52292,1,7000
52292,5,3000
52293,2,5000
52293,4,8000
52293,5,7000
52295,1,1000
52295,2,17000
52295,5,3900
52296,1,700
52296,2,800
52296,3,800
52296,4,8800
52296,5,14000
52296,6,800
52297,5,5000
52298,6,1100
52299,5,4000
52299,6,5000
52300,1,35500
52300,2,2000
52300,3,7800
52300,4,2400
52300,5,3500
52300,6,100
52302,1,9800
52302,2,400
52302,3,6900
52302,4,6100
52302,5,2900
52302,6,500
52304,3,8600
52304,4,2100
52305,5,600
52305,6,6400
52307,1,1000
52307,2,2800
52307,3,1600
52307,4,3000
52307,5,2800
52307,6,2900
52309,3,15000
52310,1,1000
52310,2,1000
52310,3,300
52310,4,1800
52310,5,2500
52310,6,10500
52311,1,32700
52311,2,4900
52311,3,3700
52311,4,7900
52311,5,7500
52311,6,3500
52313,1,100
52315,1,2000
52315,2,3000
52315,3,2000
52315,6,2000
52316,1,4300
52316,2,9700
52316,3,16100
52316,4,12500
52316,5,8400
52316,6,8100
52317,1,5400
52317,2,10600
52317,3,2900
52317,4,16000
52317,5,8000
52317,6,7400
52318,3,80100
52320,1,11400
52320,3,11100
52320,4,900
52320,5,1200
52320,6,26800
52322,2,11000
52322,5,3000
52322,6,3000
52323,1,300
52325,1,1500
52325,2,2700
52325,4,4000
52325,5,3600
52327,1,9200
52327,2,9100
52327,4,9000
52327,5,9000
52327,6,9200
52329,5,20500
52329,6,7200
52330,1,27700
52330,2,13700
52330,3,49700
52330,4,41000
52330,5,72100
52330,6,28000
52331,2,1500
52331,3,10400
52331,5,2100
52331,6,2200
52332,1,103300
52332,2,13100
52332,3,19500
52332,4,7000
52332,5,10500
52332,6,16200
52334,1,2500
52334,2,4200
52334,3,4800
52334,4,4200
52334,5,13100
52334,6,17900
52335,1,2000
52335,4,10000
52337,6,2000
52340,1,14000
52340,2,2400
52341,3,700
52343,3,11400
52343,4,1500
52343,5,600
52345,6,1400
52346,1,5900
52346,3,1800
52346,4,3500
52346,6,2400
52347,5,35900
52347,6,80100
52348,1,26300
52349,1,114000
52349,2,6300
52349,3,5100
52349,4,10500
52349,5,15500
52349,6,28700
52352,1,3200
52352,2,3800
52352,3,2400
52352,4,4800
52352,5,31000
52352,6,600
52354,2,16000
52354,3,2800
52354,6,40400
52356,1,16200
52356,2,13100
52356,3,9400
52356,4,7900
52356,5,11900
52356,6,4600
52358,1,800
52358,2,700
52358,3,800
52358,5,800
52358,6,700
52359,1,4300
52359,2,4500
52359,3,4600
52359,4,37000
52359,5,4000
52359,6,4000
52361,2,3600
52361,3,1700
52361,5,1700
52361,6,1700
52362,3,4000
52363,1,12200
52363,2,1500
52363,3,30600
52363,4,8500
52363,5,28200
52363,6,19300
52365,1,1000
52365,2,1000
52365,4,5500
52365,5,900
52367,1,17500
52367,2,8500
52367,3,17200
52367,4,8200
52367,5,13800
52367,6,9300
52368,6,20000
52369,1,10000
52369,2,30000
52369,3,30000
52369,4,3000
52369,5,30000
52369,6,8300
52370,1,1600
52370,2,2500
52370,3,7900
52370,4,31500
52370,5,15000
52370,6,2200
52371,1,1500
52371,3,9000
52373,1,3700
52373,2,13100
52373,3,12600
52373,4,39000
52373,5,4500
52373,6,21100
52375,1,2700
52375,2,6500
52375,3,4500
52375,4,3400
52375,5,32600
52375,6,1800
52376,1,13000
52376,3,12900
52376,5,6900
52376,6,6000
52377,1,1700
52377,2,3500
52377,3,400
52377,4,800
52377,5,2600
52377,6,16100
52378,1,8400
52378,2,11400
52378,3,7900
52378,4,14400
52378,5,10400
52378,6,6300
52379,4,40000
52379,5,6500
52381,2,86900
52381,3,89900
52381,4,43800
52381,5,73900
52381,6,37900
52382,1,2700
52382,2,2800
52382,3,2200
52382,4,2100
52382,5,700
52382,6,800
52385,5,18000
52386,1,1000
52386,3,1200
52386,4,1100
52386,5,1400
52386,6,1300
52387,1,147600
52387,2,25400
52387,3,92100
52387,4,54600
52387,5,41700
52387,6,49800
52389,1,6800
52389,2,5900
52389,3,7100
52389,4,7200
52389,5,6200
52389,6,17300
52391,5,10000
52391,6,10000
52392,2,30000
52392,5,35000
52393,1,90000
52394,1,58500
52394,2,15700
52394,3,48300
52394,4,5200
52394,5,3500
52394,6,63500
52397,1,6000
52397,5,1000
52398,1,4000
52398,2,4000
52398,4,4300
52398,5,4200
52398,6,4000
52399,1,55300
52399,2,6900
52399,3,41200
52399,4,34300
52399,5,31600
52399,6,76600
52401,1,1900
52401,2,1900
52401,3,1900
52401,4,1900
52401,5,1900
52402,1,2800
52402,2,2700
52402,3,10500
52402,4,25900
52402,5,10900
52402,6,7300
52403,5,30700
52403,6,1300
52404,5,22000
52406,3,20000
52406,4,15000
52407,1,7500
52407,2,14700
52407,3,9800
52407,4,21200
52407,5,600
52408,3,1400
52409,1,1400
52409,2,1500
52409,3,900
52409,4,1600
52409,6,1400
52411,1,2200
52411,2,3400
52411,3,9000
52411,4,24600
52411,5,2800
52411,6,2100
52412,5,17500
52413,1,900
52413,2,2100
52413,3,2400
52413,4,300
52413,5,1000
52414,1,3700
52414,2,18500
52414,3,2300
52414,4,7600
52414,5,6300
52414,6,40000
52417,1,5000
52417,2,8000
52417,3,5000
52417,4,3000
52417,5,400
52417,6,1000
52418,2,2700
52418,3,1200
52418,4,3600
52418,5,8500
52418,6,5200
52421,1,18900
52421,2,7400
52421,3,9600
52421,4,22600
52421,5,10700
52421,6,7000
52422,1,3000
52423,1,94900
52423,2,2300
52423,3,600
52423,4,1100
52423,5,800
52423,6,400
52424,2,5200
52424,3,5700
52424,4,14400
52424,5,1400
52424,6,7800
52425,6,3800
52427,1,18000
52427,4,39000
52427,5,6000
52427,6,21100
52428,3,6900
52428,4,8000
52430,6,55000
52432,4,20000
52432,5,20000
52438,3,5000
52438,5,3000
52438,6,1500
52439,2,15000
52439,3,10000
52439,4,3000
52439,6,6000
52440,6,10000
52444,2,10000
52444,5,10000
52444,6,10000
52446,2,15400
52446,4,2900
52446,5,14200
52446,6,11900
52448,1,900
52448,3,1800
52448,4,3000
52448,5,17200
52448,6,8400
52449,2,11000
52450,1,43000
52450,2,8800
52450,3,7500
52450,4,26500
52450,5,5600
52450,6,12000
52452,1,3000
52452,4,2100
52452,5,5400
52452,6,5000
52454,1,10000
52454,3,4000
52454,5,2000
52454,6,1100
52455,1,16900
52455,2,6800
52455,3,28200
52455,4,12000
52455,5,17300
52455,6,9500
52456,1,2000
52456,2,13000
52456,3,2100
52456,4,3000
52456,5,8400
52456,6,1700
52457,1,1000
52457,2,10600
52457,3,1000
52457,4,2000
52457,5,3000
52457,6,9000
52459,1,6000
52459,2,1300
52459,3,3200
52459,6,1200
52460,1,91200
52460,2,1200
52460,3,4300
52460,4,2900
52460,5,38900
52460,6,9500
52461,1,16400
52461,2,3000
52461,3,2500
52461,4,700
52461,5,13300
52461,6,12500
52464,5,20000
52465,1,2600
52465,2,2900
52465,3,3500
52465,4,3400
52465,5,6900
52465,6,1900
52466,6,17000
52467,1,9800
52467,2,8900
52467,3,800
52467,4,18300
52467,5,20100
52467,6,500
52469,1,500
52469,4,900
52470,1,1000
52470,2,11600
52470,3,800
52470,4,4200
52470,5,1400
52470,6,900
52472,1,500
52472,2,5100
52472,3,5000
52472,4,4500
52472,5,16000
52472,6,3200
52474,3,3800
52474,5,1200
52474,6,1700
52475,1,36100
52475,3,700
52475,5,1000
52475,6,100
52476,1,15900
52476,3,23000
52479,1,2000
52479,3,1000
52479,4,1000
52481,3,1000
52481,5,1400
52481,6,600
52482,5,900
52483,1,2500
52483,2,1800
52483,3,2900
52483,4,1900
52483,6,2600
52485,2,500
52485,3,2000
52485,4,500
52485,5,1000
52487,2,8300
52487,3,12700
52488,1,600
52488,2,1200
52488,3,600
52488,5,600
52489,1,7800
52489,2,12500
52489,3,28400
52489,4,86500
52489,5,4500
52489,6,1700
52490,1,11300
52490,2,2000
52490,3,20700
52490,4,31900
52490,5,3500
52490,6,24700
52491,1,8100
52491,2,1900
52491,3,13700
52491,4,3000
52491,5,7200
52491,6,2800
52492,1,10500
52492,2,4100
52492,3,4900
52492,4,6500
52492,6,500
52493,1,300
52493,4,3000
52493,5,7000
52494,1,38000
52494,2,12100
52494,3,4600
52494,4,1300
52494,5,400
52494,6,400
52496,1,1700
52496,2,8800
52496,3,5000
52496,4,8800
52496,5,1600
52496,6,6800
52497,2,51400
52497,3,44200
52497,4,32500
52497,6,28000
52501,1,25400
52501,2,64700
52501,3,5200
52501,4,6200
52501,5,18900
52501,6,5800
52502,1,600
52502,4,2000
52502,5,800
52502,6,800
52503,1,1100
52503,2,3000
52503,3,1200
52503,4,1300
52503,5,600
52503,6,700
52504,1,2500
52504,2,7000
52504,6,3000
52505,2,1600
52505,4,1000
52509,1,5900
52509,2,48900
52509,3,19600
52509,4,2700
52509,5,4400
52509,6,700
52514,1,5600
52514,2,5000
52514,3,13600
52514,4,27900
52514,5,17200
52514,6,9300
52515,1,21500
52515,2,11900
52515,3,5600
52515,4,18700
52515,5,51700
52515,6,8600
52516,1,5500
52516,2,1500
52516,3,7000
52516,4,4500
52516,5,4000
52517,1,3900
52517,2,1800
52517,3,4700
52517,4,8200
52517,5,4400
52517,6,7700
52518,1,8500
52518,2,4700
52518,3,4700
52518,4,3500
52518,5,5600
52518,6,900
52522,1,1700
52523,3,5000
52523,6,10000
52524,1,1200
52524,2,3500
52524,3,900
52524,5,2400
52524,6,2400
52528,1,2400
52528,2,4400
52528,3,3400
52528,4,500
52528,5,1700
52528,6,1500
52530,1,7900
52530,2,101800
52530,3,3500
52530,4,4200
52530,5,9700
52530,6,31800
52533,2,2000
52533,3,2000
52533,6,5000
52534,4,4500
52534,6,2900
52537,1,27700
52537,2,33500
52537,3,21700
52537,4,18500
52537,5,26200
52537,6,13300
52539,6,9000
52540,1,1900
52540,2,1400
52540,3,1500
52540,6,3800
52542,2,4400
52542,6,2600
52543,3,1200
52543,4,1700
52543,5,2200
52543,6,2200
52546,1,5700
52546,2,5200
52546,3,17700
52546,4,9300
52546,5,9600
52546,6,5000
52547,5,15000
52547,6,3000
52548,1,10400
52548,2,7600
52548,3,10000
52548,4,9200
52548,5,10600
52548,6,9600
52549,1,13900
52549,2,1800
52549,5,1600
52550,5,3000
52551,5,6700
52551,6,400
52552,5,1600
52552,6,1600
52554,3,1200
52556,1,9400
52556,2,7500
52556,3,7500
52556,4,7500
52556,5,7500
52556,6,8400
52557,6,10800
52558,2,3500
52558,3,7700
52558,4,2200
52558,5,5600
52558,6,6200
52559,1,1400
52559,2,700
52559,3,4600
52559,4,2100
52559,5,4700
52559,6,30900
52562,2,1400
52562,3,1500
52562,4,1400
52562,5,1500
52566,3,1500
52566,4,2500
52566,5,3000
52566,6,2100
52569,1,2700
52569,5,3900
52570,2,4000
52570,3,2300
52570,4,2100
52570,6,2300
52571,1,35400
52571,2,56600
52571,3,17800
52571,4,16300
52571,5,9600
52571,6,144900
52572,4,10500
52572,5,1600
52572,6,57100
52573,1,19200
52573,2,5500
52573,3,2000
52573,4,8300
52573,5,7100
52573,6,6100
52574,2,40500
52576,1,24700
52576,3,40400
52576,4,15000
52576,5,23200
52578,2,3500
52578,3,1800
52578,4,1900
52578,5,1800
52579,2,3900
52579,3,2200
52579,4,4500
52579,5,800
52582,6,45000
52583,1,15300
52583,2,52300
52583,3,33200
52583,4,4800
52583,5,9500
52583,6,46000
52584,1,15000
52584,2,3200
52584,3,400
52585,1,67700
52585,2,41700
52585,3,46800
52585,4,14500
52585,5,83300
52585,6,1642400
52589,1,14800
52589,2,17800
52589,3,12300
52589,4,5000
52589,5,8000
52589,6,20000
52590,3,500
52590,4,500
52591,2,1000
52591,3,800
52592,1,1500
52592,2,1500
52592,3,2800
52592,4,5300
52593,5,3000
52595,1,2000
52595,3,1800
52595,4,5400
52596,1,600
52596,3,600
52596,4,600
52596,5,600
52596,6,600
52597,1,2400
52597,2,1600
52597,3,1000
52597,4,1800
52597,5,700
52597,6,700
52598,4,5100
52599,1,6900
52599,2,16000
52599,3,9800
52599,4,10300
52599,5,5400
52599,6,5500
52600,1,1000
52600,2,400
52600,3,2900
52605,1,9000
52605,3,1000
52605,4,4000
52605,5,5000
52605,6,1300
52606,5,9300
52606,6,39100
52607,4,5900
52607,5,2800
52607,6,10500
52610,1,1000
52610,4,1000
52610,5,1000
52613,1,1400
52613,3,8300
52614,5,2200
52614,6,19700
52618,1,300
52622,1,1500
52622,2,2700
52622,3,1500
52622,4,15800
52622,5,82800
52622,6,32500
52623,1,1000
52623,2,2300
52623,3,1900
52623,4,46400
52623,5,2700
52623,6,10400
52628,1,500
52628,2,2900
52628,3,3900
52628,4,400
52628,5,7500
52628,6,3100
52629,1,1800
52629,2,5500
52629,3,3300
52629,4,1600
52629,6,2200
52631,1,2000
52631,4,6000
52631,5,2000
52632,6,3000
52633,1,93400
52633,2,54100
52633,3,113700
52633,4,34800
52633,5,13400
52633,6,6500
52634,3,23600
52634,4,5300
52634,5,11600
52634,6,2900
52636,1,17000
52636,3,1600
52636,4,10300
52636,5,6000
52636,6,23400
52639,1,14000
52639,3,14000
52639,5,41900
52640,5,2400
52642,1,7500
52642,2,4700
52642,3,25100
52642,4,1400
52642,5,1300
52642,6,1400
52644,2,1600
52644,4,2500
52644,5,32300
52644,6,2400
52645,1,2800
52645,2,600
52648,1,1000
52648,2,4900
52648,3,1400
52648,4,1000
52648,5,1200
52648,6,1100
52649,1,4700
52649,2,3500
52649,4,1700
52649,5,3000
52649,6,1700
52650,1,3600
52650,2,8500
52650,3,14700
52650,4,1400
52650,5,3700
52650,6,2000
52651,1,900
52652,1,1200
52652,3,2300
52652,4,1800
52652,5,2000
52652,6,1600
52653,2,4600
52653,3,2900
52653,4,18600
52653,5,1100
52653,6,300
52654,1,23200
52654,2,4300
52654,3,6500
52654,4,4900
52654,5,35700
52654,6,8200
52655,1,1000
52655,2,15800
52655,3,6600
52655,4,29300
52655,5,13000
52655,6,1400
52656,1,9100
52656,2,2400
52656,3,5000
52656,4,4600
52656,5,3000
52656,6,8300
52658,1,93000
52658,2,33000
52658,3,45000
52658,4,48000
52658,5,47000
52658,6,25000
52659,2,3000
52661,3,2300
52661,4,20100
52661,5,38800
52661,6,42500
52663,1,8500
52663,2,7300
52663,3,6100
52663,4,8500
52663,5,12100
52663,6,9000
52664,6,1700
52665,6,89300
52667,4,4500
52667,5,4000
52667,6,300
52668,1,53500
52668,2,5300
52668,3,5400
52668,4,900
52668,5,5700
52668,6,10000
52669,1,1000
52669,2,5000
52669,3,2000
52669,4,1000
52669,5,3000
52669,6,2000
52671,5,10000
52672,1,9200
52672,2,8600
52672,3,7600
52672,4,21200
52672,5,8900
52672,6,12200
52678,6,3000
52679,1,3000
52679,2,1200
52679,3,5000
52679,6,1400
52683,4,2000
52685,1,29200
52685,5,2200
52685,6,5200
52686,1,8400
52686,2,12000
52686,3,5900
52686,4,6500
52686,5,32400
52686,6,20000
52687,1,2100
52687,2,1100
52687,3,1700
52687,4,5700
52687,5,2800
52687,6,19900
52688,1,500
52688,2,3100
52688,3,6800
52688,4,3400
52688,5,2500
52688,6,9100
52689,1,4200
52689,2,5000
52689,3,400
52689,4,600
52689,5,2000
52689,6,3100
52692,1,1000
52692,3,1000
52692,4,29900
52692,6,3400
52694,1,5800
52694,2,4400
52694,3,21400
52694,4,16500
52694,5,5400
52694,6,4400
52697,4,4300
52697,6,18100
52698,1,31100
52698,2,96500
52698,3,74100
52698,4,20500
52698,5,374200
52698,6,36600
52699,1,4400
52699,2,3500
52699,3,3700
52699,4,29600
52701,1,21000
52701,2,3600
52701,3,3300
52701,4,2400
52701,5,1700
52701,6,3700
52703,3,16900
52704,5,1000
52705,1,7800
52705,2,9000
52705,3,8000
52705,4,9000
52705,5,6200
52705,6,7000
52707,1,2000
52707,5,3000
52708,2,10000
52708,4,9000
52708,5,4000
52709,2,900
52709,3,800
52709,4,4600
52710,6,38900
52711,1,8300
52711,2,1100
52711,3,10300
52711,4,5600
52711,5,5900
52711,6,4900
52712,4,3000
52712,5,7000
52713,4,2000
52713,5,2500
52713,6,1200
52716,2,19900
52716,3,1600
52716,4,4800
52716,6,100
52717,1,3100
52717,2,2300
52717,3,6400
52717,4,30600
52717,5,3000
52717,6,2100
52718,2,7000
52718,4,10000
52718,6,5000
52721,2,1100
52721,3,1300
52721,4,1200
52721,5,1200
52721,6,1000
52722,1,1100
52722,2,1600
52723,1,2000
52723,2,2000
52723,3,2000
52723,5,3900
52725,6,2600
52727,1,2200
52727,2,1400
52727,3,1800
52727,5,2800
52727,6,2500
52728,1,13400
52728,2,27800
52728,3,20400
52728,4,22900
52728,5,39000
52728,6,52000
52729,1,7400
52729,3,2000
52729,4,5000
52730,1,4000
52730,4,29000
52730,5,3000
52731,1,6500
52731,2,700
52731,3,8700
52731,4,4400
52731,5,3000
52731,6,3500
52738,1,5100
52738,2,3200
52738,3,2300
52738,4,4300
52738,5,14500
52738,6,17200
52740,4,8000
52740,5,700
52740,6,1100
52741,6,26900
52742,1,13000
52742,3,1000
52742,4,4500
52743,1,3100
52743,2,4200
52743,3,10300
52743,4,4200
52743,5,6800
52743,6,23600
52744,3,5000
52744,6,3000
52747,1,32500
52747,3,2500
